Store,Date,Weekly_Sales
7,6/1/2012,713117.66
7,13-01-2012,593875.46
7,20-01-2012,578002.85
7,27-01-2012,541037.98
7,3/2/2012,580453.32
7,10/2/2012,563460.77
7,17-02-2012,620908.18
7,24-02-2012,603041.14
7,2/3/2012,551058.13
7,9/3/2012,579166.5
7,16-03-2012,669205.73
7,23-03-2012,615997.29
7,30-03-2012,583322.2
7,6/4/2012,621425.98
7,13-04-2012,517420.23
7,20-04-2012,457340.06
7,27-04-2012,467827.75
7,4/5/2012,465198.89
7,11/5/2012,460397.41
7,18-05-2012,468428.3
7,25-05-2012,532739.77
7,1/6/2012,598495.02
7,8/6/2012,642963.75
7,15-06-2012,666942.02
7,22-06-2012,687344.68
7,29-06-2012,704335.41
7,6/7/2012,805642.61
7,13-07-2012,694150.89
7,20-07-2012,686345.69
7,27-07-2012,686365.4
7,3/8/2012,680954.81
7,10/8/2012,675926.3
7,17-08-2012,642450.4
7,24-08-2012,609099.37
7,31-08-2012,586467.16
7,7/9/2012,597876.55
7,14-09-2012,541120.2
7,21-09-2012,530842.25
7,28-09-2012,525545.76
7,5/10/2012,505830.56
7,12/10/2012,503463.93
7,19-10-2012,516424.83
7,26-10-2012,495543.28
8,5/2/2010,1004137.09
8,12/2/2010,994801.4
8,19-02-2010,963960.37
8,26-02-2010,847592.11
8,5/3/2010,881503.95
8,12/3/2010,860336.16
8,19-03-2010,839911
8,26-03-2010,772539.12
8,2/4/2010,914500.91
8,9/4/2010,916033.92
8,16-04-2010,882917.12
8,23-04-2010,850440.26
8,30-04-2010,778672.64
8,7/5/2010,916820.96
8,14-05-2010,873337.84
8,21-05-2010,818333.21
8,28-05-2010,868041.56
8,4/6/2010,958225.41
8,11/6/2010,914835.86
8,18-06-2010,869922.56
8,25-06-2010,814919.11
8,2/7/2010,852333.75
8,9/7/2010,845289.77
8,16-07-2010,848630.57
8,23-07-2010,785515.88
8,30-07-2010,787295.09
8,6/8/2010,893399.77
8,13-08-2010,867919.21
8,20-08-2010,870676.44
8,27-08-2010,888816.78
8,3/9/2010,899036.47
8,10/9/2010,831425.2
8,17-09-2010,836707.85
8,24-09-2010,773725.08
8,1/10/2010,804105.49
8,8/10/2010,870349.86
8,15-10-2010,826546.96
8,22-10-2010,836419.14
8,29-10-2010,830756.76
8,5/11/2010,927266.34
8,12/11/2010,911538.98
8,19-11-2010,885608.04
8,26-11-2010,1261693.16
8,3/12/2010,952766.93
8,10/12/2010,1069061.63
8,17-12-2010,1220579.55
8,24-12-2010,1511641.09
8,31-12-2010,773586.49
8,7/1/2011,873065.23
8,14-01-2011,809646.66
8,21-01-2011,822668.23
8,28-01-2011,782256.66
8,4/2/2011,944594.78
8,11/2/2011,996147.39
8,18-02-2011,1065108.64
8,25-02-2011,917317.15
8,4/3/2011,935266.43
8,11/3/2011,900387.29
8,18-03-2011,898289.14
8,25-03-2011,827968.36
8,1/4/2011,878762.3
8,8/4/2011,949825.83
8,15-04-2011,908278.74
8,22-04-2011,937473.13
8,29-04-2011,855014.77
8,6/5/2011,941457.34
8,13-05-2011,895763.41
8,20-05-2011,836049.89
8,27-05-2011,857939.41
8,3/6/2011,929222.16
8,10/6/2011,897309.41
8,17-06-2011,922048.41
8,24-06-2011,864881.24
8,1/7/2011,883683.35
8,8/7/2011,861965.12
8,15-07-2011,849925.37
8,22-07-2011,829902.42
8,29-07-2011,807082.19
8,5/8/2011,892393.77
8,12/8/2011,856796.1
8,19-08-2011,895066.5
8,26-08-2011,912542.82
8,2/9/2011,891387.14
8,9/9/2011,848358.09
8,16-09-2011,870971.82
8,23-09-2011,806444.29
8,30-09-2011,809049.37
8,7/10/2011,929976.55
8,14-10-2011,863188.26
8,21-10-2011,905984.49
8,28-10-2011,876712.31
8,4/11/2011,947815.05
8,11/11/2011,917088.48
8,18-11-2011,897032.19
8,25-11-2011,1235163.86
8,2/12/2011,986601.46
8,9/12/2011,1051922.95
8,16-12-2011,1118163.94
8,23-12-2011,1462254.05
8,30-12-2011,858572.22
8,6/1/2012,872113.23
8,13-01-2012,817661.76
8,20-01-2012,813954.82
8,27-01-2012,778178.53
8,3/2/2012,927610.69
8,10/2/2012,1021400.42
8,17-02-2012,1096232.89
8,24-02-2012,928537.54
8,2/3/2012,952264.91
8,9/3/2012,960115.56
8,16-03-2012,921178.39
8,23-03-2012,874223.25
8,30-03-2012,905935.29
8,6/4/2012,1046816.59
8,13-04-2012,909989.45
8,20-04-2012,872288.46
8,27-04-2012,879448.25
8,4/5/2012,937232.09
8,11/5/2012,920128.89
8,18-05-2012,913922.01
8,25-05-2012,895157.44
8,1/6/2012,921161.2
8,8/6/2012,928820
8,15-06-2012,916918.7
8,22-06-2012,899449.65
8,29-06-2012,878298.22
8,6/7/2012,936205.5
8,13-07-2012,890488.01
8,20-07-2012,888834.07
8,27-07-2012,838227.52
8,3/8/2012,897076.73
8,10/8/2012,930745.69
8,17-08-2012,896613.19
8,24-08-2012,936373.65
8,31-08-2012,976137.73
8,7/9/2012,932160.37
8,14-09-2012,883569.38
8,21-09-2012,857796.45
8,28-09-2012,884724.41
8,5/10/2012,976436.02
8,12/10/2012,927511.99
8,19-10-2012,900309.75
8,26-10-2012,891671.44
9,5/2/2010,549505.55
9,12/2/2010,552677.48
9,19-02-2010,511327.9
9,26-02-2010,473773.27
9,5/3/2010,507297.88
9,12/3/2010,494145.8
9,19-03-2010,485744.61
9,26-03-2010,484946.56
9,2/4/2010,545206.32
9,9/4/2010,529384.31
9,16-04-2010,485764.32
9,23-04-2010,488683.57
9,30-04-2010,491723.42
9,7/5/2010,526128.61
9,14-05-2010,492792.8
9,21-05-2010,506274.94
9,28-05-2010,558143.53
9,4/6/2010,586061.46
9,11/6/2010,522715.68
9,18-06-2010,513073.87
9,25-06-2010,509263.28
9,2/7/2010,528832.54
9,9/7/2010,485389.15
9,16-07-2010,474030.51
9,23-07-2010,462676.5
9,30-07-2010,468675.19
9,6/8/2010,522815.45
9,13-08-2010,481897.98
9,20-08-2010,499325.38
9,27-08-2010,506789.66
9,3/9/2010,511049.06
9,10/9/2010,484835.2
9,17-09-2010,463448.59
9,24-09-2010,452905.22
9,1/10/2010,495692.19
9,8/10/2010,505069.21
9,15-10-2010,454769.68
9,22-10-2010,466322.76
9,29-10-2010,508801.61
9,5/11/2010,517869.97
9,12/11/2010,520846.68
9,19-11-2010,519823.3
9,26-11-2010,768070.53
9,3/12/2010,578164.82
9,10/12/2010,618121.82
9,17-12-2010,685243.2
9,24-12-2010,873347.55
9,31-12-2010,459770.85
9,7/1/2011,490981.78
9,14-01-2011,458086.69
9,21-01-2011,454021.69
9,28-01-2011,463561.48
9,4/2/2011,544612.28
9,11/2/2011,555279.02
9,18-02-2011,610985.56
9,25-02-2011,513107.2
9,4/3/2011,542016.18
9,11/3/2011,517783.5
9,18-03-2011,515226.11
9,25-03-2011,497488.4
9,1/4/2011,520962.14
9,8/4/2011,561625.92
9,15-04-2011,528420.28
9,22-04-2011,549502.11
9,29-04-2011,532226.2
9,6/5/2011,545251.1
9,13-05-2011,539126
9,20-05-2011,518266.9
9,27-05-2011,553834.04
9,3/6/2011,587004.29
9,10/6/2011,550076.32
9,17-06-2011,558671.14
9,24-06-2011,538745.93
9,1/7/2011,537064.03
9,8/7/2011,535983.13
9,15-07-2011,512834.04
9,22-07-2011,491449.94
9,29-07-2011,471449.98
9,5/8/2011,554879.67
9,12/8/2011,520284.79
9,19-08-2011,540819.44
9,26-08-2011,542663.53
9,2/9/2011,544643.33
9,9/9/2011,528784.86
9,16-09-2011,500274.03
9,23-09-2011,506743.78
9,30-09-2011,508567.04
9,7/10/2011,553836.98
9,14-10-2011,529515.66
9,21-10-2011,557075.21
9,28-10-2011,548527.49
9,4/11/2011,597855.07
9,11/11/2011,594574.12
9,18-11-2011,542414.27
9,25-11-2011,814753.5
9,2/12/2011,613115.21
9,9/12/2011,630327.28
9,16-12-2011,705557.97
9,23-12-2011,905324.68
9,30-12-2011,549788.36
9,6/1/2012,519585.67
9,13-01-2012,474964.6
9,20-01-2012,480130.04
9,27-01-2012,482451.21
9,3/2/2012,549967.89
9,10/2/2012,609736.12
9,17-02-2012,658965.05
9,24-02-2012,563578.79
9,2/3/2012,619498.28
9,9/3/2012,574955.95
9,16-03-2012,550373.57
9,23-03-2012,550791.32
9,30-03-2012,574985.37
9,6/4/2012,677885.99
9,13-04-2012,578539.86
9,20-04-2012,542819.03
9,27-04-2012,550414.99
9,4/5/2012,586289.08
9,11/5/2012,592572.3
9,18-05-2012,571463.93
9,25-05-2012,547226
9,1/6/2012,583648.59
9,8/6/2012,582525.42
9,15-06-2012,564606.1
9,22-06-2012,562173.12
9,29-06-2012,544770.7
9,6/7/2012,578790.36
9,13-07-2012,536537.64
9,20-07-2012,513991.57
9,27-07-2012,495951
9,3/8/2012,533887.54
9,10/8/2012,538713.47
9,17-08-2012,535153.47
9,24-08-2012,572887.78
9,31-08-2012,576879.15
9,7/9/2012,565812.29
9,14-09-2012,523427.35
9,21-09-2012,533756.88
9,28-09-2012,516361.06
9,5/10/2012,606755.3
9,12/10/2012,558464.8
9,19-10-2012,542009.46
9,26-10-2012,549731.49
10,5/2/2010,2193048.75
10,12/2/2010,2176028.52
10,19-02-2010,2113432.58
10,26-02-2010,2006774.96
10,5/3/2010,1987090.09
10,12/3/2010,1941346.13
10,19-03-2010,1946875.06
10,26-03-2010,1893532.46
10,2/4/2010,2138651.97
10,9/4/2010,2041069.37
10,16-04-2010,1826241.44
10,23-04-2010,1829521.83
10,30-04-2010,1790694.59
10,7/5/2010,1921432.16
10,14-05-2010,1808056.41
10,21-05-2010,1847613.58
10,28-05-2010,1904618.17
10,4/6/2010,1931406.28
10,11/6/2010,1827521.71
10,18-06-2010,1837636.24
10,25-06-2010,1768172.31
10,2/7/2010,1845893.87
10,9/7/2010,1769793.37
10,16-07-2010,1828052.47
10,23-07-2010,1831676.03
10,30-07-2010,1832664.03
10,6/8/2010,1949236.09
10,13-08-2010,1962996.7
10,20-08-2010,1983190.56
10,27-08-2010,1727565.42
10,3/9/2010,1766331.45
10,10/9/2010,1720530.23
10,17-09-2010,1716755.78
10,24-09-2010,1655036.75
10,1/10/2010,1645892.97
10,8/10/2010,1772192.42
10,15-10-2010,1703850.25
10,22-10-2010,1740234.06
10,29-10-2010,1741308.56
10,5/11/2010,1832211.96
10,12/11/2010,1895901.59
10,19-11-2010,1949177.13
10,26-11-2010,2939946.38
10,3/12/2010,2251206.64
10,10/12/2010,2411790.21
10,17-12-2010,2811646.85
10,24-12-2010,3749057.69
10,31-12-2010,1707298.14
10,7/1/2011,1714309.9
10,14-01-2011,1710803.59
10,21-01-2011,1677556.18
10,28-01-2011,1715769.05
10,4/2/2011,1968045.91
10,11/2/2011,2115408.31
10,18-02-2011,2106934.55
10,25-02-2011,1967996.71
10,4/3/2011,1958003.19
10,11/3/2011,1933469.15
10,18-03-2011,1884734.31
10,25-03-2011,1815798.85
10,1/4/2011,1827733.18
10,8/4/2011,1870720.73
10,15-04-2011,1781767.22
10,22-04-2011,2004831.14
10,29-04-2011,1873646.34
10,6/5/2011,1841369.99
10,13-05-2011,1712995.44
10,20-05-2011,1720908.01
10,27-05-2011,1743000.38
10,3/6/2011,1792210.89
10,10/6/2011,1740063.1
10,17-06-2011,1817934.76
10,24-06-2011,1711813.13
10,1/7/2011,1751369.75
10,8/7/2011,1699708.38
10,15-07-2011,1775068.4
10,22-07-2011,1774342.61
10,29-07-2011,1745841.33
10,5/8/2011,1886299.98
10,12/8/2011,1917397.63
10,19-08-2011,1954849.68
10,26-08-2011,1728399.07
10,2/9/2011,1758587.35
10,9/9/2011,1670579.82
10,16-09-2011,1650894.3
10,23-09-2011,1685910.53
10,30-09-2011,1627707.31
10,7/10/2011,1788227.6
10,14-10-2011,1704753.02
10,21-10-2011,1745928.56
10,28-10-2011,1771792.97
10,4/11/2011,1904438.59
10,11/11/2011,2076570.84
10,18-11-2011,1869087.85
10,25-11-2011,2950198.64
10,2/12/2011,2068097.18
10,9/12/2011,2429310.9
10,16-12-2011,2555031.18
10,23-12-2011,3487986.89
10,30-12-2011,1930690.37
10,6/1/2012,1683401.78
10,13-01-2012,1711562.73
10,20-01-2012,1675562.94
10,27-01-2012,1632406
10,3/2/2012,1867403.01
10,10/2/2012,2218595.8
10,17-02-2012,2168709.76
10,24-02-2012,2039415.74
10,2/3/2012,1990371.02
10,9/3/2012,1917483.1
10,16-03-2012,1930814.66
10,23-03-2012,1837457.69
10,30-03-2012,1815760.42
10,6/4/2012,2163384.17
10,13-04-2012,1974687.51
10,20-04-2012,1777166.53
10,27-04-2012,1712987.56
10,4/5/2012,1821364.42
10,11/5/2012,1792345.3
10,18-05-2012,1795152.73
10,25-05-2012,1830939.1
10,1/6/2012,1767471.48
10,8/6/2012,1840491.41
10,15-06-2012,1811562.88
10,22-06-2012,1755334.18
10,29-06-2012,1707481.9
10,6/7/2012,1805999.79
10,13-07-2012,1765571.91
10,20-07-2012,1869967.03
10,27-07-2012,1817603.66
10,3/8/2012,1939440.09
10,10/8/2012,1880436.94
10,17-08-2012,1827797.4
10,24-08-2012,1764984.15
10,31-08-2012,1650285.54
10,7/9/2012,1708283.28
10,14-09-2012,1640168.99
10,21-09-2012,1671857.57
10,28-09-2012,1694862.41
10,5/10/2012,1758971.38
10,12/10/2012,1713889.11
10,19-10-2012,1734834.82
10,26-10-2012,1744349.05
11,5/2/2010,1528008.64
11,12/2/2010,1574684.08
11,19-02-2010,1503298.7
11,26-02-2010,1336404.65
11,5/3/2010,1426622.65
11,12/3/2010,1331883.16
11,19-03-2010,1364207
11,26-03-2010,1245624.27
11,2/4/2010,1446210.26
11,9/4/2010,1470308.32
11,16-04-2010,1323243.35
11,23-04-2010,1283766.55
11,30-04-2010,1239766.89
11,7/5/2010,1312329.78
11,14-05-2010,1266796.13
11,21-05-2010,1271646.62
11,28-05-2010,1264272.52
11,4/6/2010,1396322.19
11,11/6/2010,1339570.85
11,18-06-2010,1336522.92
11,25-06-2010,1262025.08
11,2/7/2010,1302600.14
11,9/7/2010,1280156.47
11,16-07-2010,1290609.54
11,23-07-2010,1244390.03
11,30-07-2010,1250178.89
11,6/8/2010,1369634.92
11,13-08-2010,1384339.1
11,20-08-2010,1430192.37
11,27-08-2010,1311263.07
11,3/9/2010,1303914.27
11,10/9/2010,1231428.46
11,17-09-2010,1215676.31
11,24-09-2010,1170103.25
11,1/10/2010,1182490.46
11,8/10/2010,1293472.8
11,15-10-2010,1175003.67
11,22-10-2010,1169831.38
11,29-10-2010,1195036
11,5/11/2010,1332759.13
11,12/11/2010,1281675.6
11,19-11-2010,1292346.57
11,26-11-2010,1757242.51
11,3/12/2010,1380522.64
11,10/12/2010,1564516.43
11,17-12-2010,1843971.15
11,24-12-2010,2306265.36
11,31-12-2010,1172003.1
11,7/1/2011,1178905.44
11,14-01-2011,1194449.78
11,21-01-2011,1187776.19
11,28-01-2011,1100418.69
11,4/2/2011,1422546.05
11,11/2/2011,1419236.9
11,18-02-2011,1554747.15
11,25-02-2011,1323999.36
11,4/3/2011,1399456.99
11,11/3/2011,1314557.31
11,18-03-2011,1391813.69
11,25-03-2011,1229777.24
11,1/4/2011,1258674.12
11,8/4/2011,1327401.06
11,15-04-2011,1312905.8
11,22-04-2011,1388118.53
11,29-04-2011,1357589.89
11,6/5/2011,1331453.41
11,13-05-2011,1277959.42
11,20-05-2011,1239466.97
11,27-05-2011,1216876.52
11,3/6/2011,1343637
11,10/6/2011,1314626.75
11,17-06-2011,1337506.74
11,24-06-2011,1254587.84
11,1/7/2011,1297472.06
11,8/7/2011,1334627.96
11,15-07-2011,1266546.73
11,22-07-2011,1290576.44
11,29-07-2011,1212938.67
11,5/8/2011,1403198.94
11,12/8/2011,1354188.43
11,19-08-2011,1484169.74
11,26-08-2011,1304706.75
11,2/9/2011,1297792.41
11,9/9/2011,1249439.95
11,16-09-2011,1270816.01
11,23-09-2011,1235775.15
11,30-09-2011,1190515.83
11,7/10/2011,1346271.06
11,14-10-2011,1286388.96
11,21-10-2011,1325107.53
11,28-10-2011,1310684.1
11,4/11/2011,1458287.38
11,11/11/2011,1366053.69
11,18-11-2011,1315091.63
11,25-11-2011,1848953.48
11,2/12/2011,1399322.44
11,9/12/2011,1646655.94
11,16-12-2011,1783910.06
11,23-12-2011,2213518.5
11,30-12-2011,1352084.21
11,6/1/2012,1283885.55
11,13-01-2012,1264736.59
11,20-01-2012,1207303.29
11,27-01-2012,1162675.85
11,3/2/2012,1376732.18
11,10/2/2012,1574287.76
11,17-02-2012,1569607.94
11,24-02-2012,1379473.03
11,2/3/2012,1438383.44
11,9/3/2012,1413382.76
11,16-03-2012,1441884.28
11,23-03-2012,1300593.61
11,30-03-2012,1300104.03
11,6/4/2012,1596325.01
11,13-04-2012,1472752.01
11,20-04-2012,1315356.99
11,27-04-2012,1236238.29
11,4/5/2012,1370251.22
11,11/5/2012,1300147.07
11,18-05-2012,1352442.31
11,25-05-2012,1297335.87
11,1/6/2012,1361595.33
11,8/6/2012,1414343.53
11,15-06-2012,1417875.42
11,22-06-2012,1355680.3
11,29-06-2012,1297028.6
11,6/7/2012,1461129.94
11,13-07-2012,1320239.51
11,20-07-2012,1344483.81
11,27-07-2012,1272395.02
11,3/8/2012,1399341.07
11,10/8/2012,1388973.65
11,17-08-2012,1421307.2
11,24-08-2012,1409515.73
11,31-08-2012,1372872.35
11,7/9/2012,1304584.4
11,14-09-2012,1267675.05
11,21-09-2012,1326132.98
11,28-09-2012,1227430.73
11,5/10/2012,1422794.26
11,12/10/2012,1311965.09
11,19-10-2012,1232073.18
11,26-10-2012,1200729.45
12,5/2/2010,1100046.37
12,12/2/2010,1117863.33
12,19-02-2010,1095421.65
12,26-02-2010,1048617.17
12,5/3/2010,1077018.27
12,12/3/2010,985594.23
12,19-03-2010,972088.34
12,26-03-2010,981615.81
12,2/4/2010,1011822.3
12,9/4/2010,1041238.87
12,16-04-2010,957997.52
12,23-04-2010,993833.44
12,30-04-2010,954220.22
12,7/5/2010,1043240.27
12,14-05-2010,966054.97
12,21-05-2010,958374.56
12,28-05-2010,955451.16
12,4/6/2010,1049357.36
12,11/6/2010,1016039.71
12,18-06-2010,956211.2
12,25-06-2010,958007.69
12,2/7/2010,951957.31
12,9/7/2010,943506.28
12,16-07-2010,916402.76
12,23-07-2010,912403.67
12,30-07-2010,913548.25
12,6/8/2010,967576.95
12,13-08-2010,928264.4
12,20-08-2010,948447.34
12,27-08-2010,1004516.46
12,3/9/2010,1075758.55
12,10/9/2010,903119.03
12,17-09-2010,852882.61
12,24-09-2010,851919.34
12,1/10/2010,850936.26
12,8/10/2010,918335.68
12,15-10-2010,862419.84
12,22-10-2010,857883.46
12,29-10-2010,955294.7
12,5/11/2010,929690.71
12,12/11/2010,942475.24
12,19-11-2010,894493.7
12,26-11-2010,1601377.41
12,3/12/2010,1069533.17
12,10/12/2010,1121934.15
12,17-12-2010,1295605.35
12,24-12-2010,1768249.89
12,31-12-2010,891736.91
12,7/1/2011,910110.24
12,14-01-2011,812011.8
12,21-01-2011,802105.5
12,28-01-2011,873119.06
12,4/2/2011,1046068.17
12,11/2/2011,1086421.57
12,18-02-2011,1128485.1
12,25-02-2011,1046203.72
12,4/3/2011,1085248.21
12,11/3/2011,997672.62
12,18-03-2011,1009502.01
12,25-03-2011,954107.32
12,1/4/2011,1005463.49
12,8/4/2011,998362.05
12,15-04-2011,990951.77
12,22-04-2011,1016019.47
12,29-04-2011,994966.1
12,6/5/2011,1021154.48
12,13-05-2011,977033.5
12,20-05-2011,924134.99
12,27-05-2011,964332.51
12,3/6/2011,970328.68
12,10/6/2011,996937.95
12,17-06-2011,986504.93
12,24-06-2011,997282.75
12,1/7/2011,961993.34
12,8/7/2011,943717.38
12,15-07-2011,936001.98
12,22-07-2011,922231.92
12,29-07-2011,890547.07
12,5/8/2011,988712.52
12,12/8/2011,955913.68
12,19-08-2011,966817.24
12,26-08-2011,1017593.47
12,2/9/2011,1052051.45
12,9/9/2011,922850.57
12,16-09-2011,889290.23
12,23-09-2011,871692.74
12,30-09-2011,866401.45
12,7/10/2011,951244.66
12,14-10-2011,927600.01
12,21-10-2011,938604.58
12,28-10-2011,990926.38
12,4/11/2011,1051944.79
12,11/11/2011,1095091.53
12,18-11-2011,970641.34
12,25-11-2011,1591920.42
12,2/12/2011,1071383.1
12,9/12/2011,1189646.45
12,16-12-2011,1293404.18
12,23-12-2011,1617612.03
12,30-12-2011,1111638.07
12,6/1/2012,945823.65
12,13-01-2012,865467.86
12,20-01-2012,855922.64
12,27-01-2012,888203.69
12,3/2/2012,1058767.95
12,10/2/2012,1199330.85
12,17-02-2012,1240048.85
12,24-02-2012,1112034.72
12,2/3/2012,1147636.96
12,9/3/2012,1113208.57
12,16-03-2012,1088498.52
12,23-03-2012,1045419.87
12,30-03-2012,1025382.22
12,6/4/2012,1128765.71
12,13-04-2012,1083811.19
12,20-04-2012,1006486.96
12,27-04-2012,1004252.38
12,4/5/2012,1073433.69
12,11/5/2012,1041995.22
12,18-05-2012,1020486.05
12,25-05-2012,991514.21
12,1/6/2012,981345.2
12,8/6/2012,1086231.47
12,15-06-2012,1019555.51
12,22-06-2012,981386.25
12,29-06-2012,943124.74
12,6/7/2012,1014898.78
12,13-07-2012,960312.75
12,20-07-2012,941550.34
12,27-07-2012,916967.92
12,3/8/2012,958667.23
12,10/8/2012,984689.9
12,17-08-2012,1005003.12
12,24-08-2012,1048101.39
12,31-08-2012,1061943.49
12,7/9/2012,955146.04
12,14-09-2012,885892.37
12,21-09-2012,922735.37
12,28-09-2012,880415.67
12,5/10/2012,979825.92
12,12/10/2012,934917.47
12,19-10-2012,960945.43
12,26-10-2012,974697.6
13,5/2/2010,1967220.53
13,12/2/2010,2030933.46
13,19-02-2010,1970274.64
13,26-02-2010,1817850.32
13,5/3/2010,1939980.43
13,12/3/2010,1840686.94
13,19-03-2010,1879794.89
13,26-03-2010,1882095.98
13,2/4/2010,2142482.14
13,9/4/2010,1898321.33
13,16-04-2010,1819660.44
13,23-04-2010,1909330.77
13,30-04-2010,1785823.37
13,7/5/2010,2005478.46
13,14-05-2010,1890273.44
13,21-05-2010,1853657.6
13,28-05-2010,1877358.86
13,4/6/2010,2022705.22
13,11/6/2010,2037880.96
13,18-06-2010,2003435.31
13,25-06-2010,1970340.25
13,2/7/2010,2018314.71
13,9/7/2010,1870843.9
13,16-07-2010,1932231.05
13,23-07-2010,1907351.2
13,30-07-2010,1817887.23
13,6/8/2010,1969121.45
13,13-08-2010,1877592.55
13,20-08-2010,1997397.63
13,27-08-2010,1908278.27
13,3/9/2010,1911852.58
13,10/9/2010,1772143.94
13,17-09-2010,1790279.74
13,24-09-2010,1705655.09
13,1/10/2010,1765584.48
13,8/10/2010,1871924.07
13,15-10-2010,1851431.06
13,22-10-2010,1796949.59
13,29-10-2010,1887895.07
13,5/11/2010,1854967.66
13,12/11/2010,1939964.63
13,19-11-2010,1925393.91
13,26-11-2010,2766400.05
13,3/12/2010,2083379.89
13,10/12/2010,2461468.35
13,17-12-2010,2771646.81
13,24-12-2010,3595903.2
13,31-12-2010,1675292
13,7/1/2011,1744544.39
13,14-01-2011,1682316.31
13,21-01-2011,1770177.37
13,28-01-2011,1633663.12
13,4/2/2011,1848186.58
13,11/2/2011,1944438.9
13,18-02-2011,2003480.59
13,25-02-2011,1831933.95
13,4/3/2011,1894960.68
13,11/3/2011,1852432.58
13,18-03-2011,1852443.78
13,25-03-2011,1807545.43
13,1/4/2011,1864238.64
13,8/4/2011,1887465.04
13,15-04-2011,1950994.04
13,22-04-2011,2124316.34
13,29-04-2011,1895583.12
13,6/5/2011,1986380.4
13,13-05-2011,1958823.56
13,20-05-2011,1860923.55
13,27-05-2011,1866369.93
13,3/6/2011,1935593.87
13,10/6/2011,1997816.98
13,17-06-2011,2086433.49
13,24-06-2011,2009163.08
13,1/7/2011,2048035.74
13,8/7/2011,2021699.38
13,15-07-2011,1956813.31
13,22-07-2011,1987089.36
13,29-07-2011,1880785.69
13,5/8/2011,2076231.8
13,12/8/2011,1970341.38
13,19-08-2011,2090340.98
13,26-08-2011,2035244.54
13,2/9/2011,1953628.82
13,9/9/2011,1872921.31
13,16-09-2011,1923223.82
13,23-09-2011,1847430.96
13,30-09-2011,1835662.69
13,7/10/2011,2067232.56
13,14-10-2011,1929659.07
13,21-10-2011,1973544.27
13,28-10-2011,1948733.81
13,4/11/2011,2036317.54
13,11/11/2011,2111592.09
13,18-11-2011,2016323.51
13,25-11-2011,2864170.61
13,2/12/2011,2051315.66
13,9/12/2011,2462779.06
13,16-12-2011,2760346.71
13,23-12-2011,3556766.03
13,30-12-2011,1969056.91
13,6/1/2012,1865752.78
13,13-01-2012,1794962.64
13,20-01-2012,1811606.21
13,27-01-2012,1733983.09
13,3/2/2012,1927780.74
13,10/2/2012,2069284.57
13,17-02-2012,2214477.06
13,24-02-2012,1929768.03
13,2/3/2012,1969742.76
13,9/3/2012,1986445.65
13,16-03-2012,2025582.62
13,23-03-2012,1904421.74
13,30-03-2012,1948982.7
13,6/4/2012,2271614.76
13,13-04-2012,2057637.86
13,20-04-2012,1955689.12
13,27-04-2012,1970121.65
13,4/5/2012,1995994.51
13,11/5/2012,2080764.17
13,18-05-2012,2131900.55
13,25-05-2012,2043349.41
13,1/6/2012,2035431.39
13,8/6/2012,2182437.9
13,15-06-2012,2152229.11
13,22-06-2012,2094373
13,29-06-2012,2037663.71
13,6/7/2012,2184980.35
13,13-07-2012,2002750.99
13,20-07-2012,2053089.32
13,27-07-2012,1914430.53
13,3/8/2012,2044148.23
13,10/8/2012,2041019.92
13,17-08-2012,2095769.18
13,24-08-2012,2059458.25
13,31-08-2012,2073855.42
13,7/9/2012,2165796.31
13,14-09-2012,1919917.03
13,21-09-2012,1938379.66
13,28-09-2012,1927664.11
13,5/10/2012,2041918.74
13,12/10/2012,1999079.44
13,19-10-2012,2018010.15
13,26-10-2012,2035189.66
14,5/2/2010,2623469.95
14,12/2/2010,1704218.84
14,19-02-2010,2204556.7
14,26-02-2010,2095591.63
14,5/3/2010,2237544.75
14,12/3/2010,2156035.06
14,19-03-2010,2066219.3
14,26-03-2010,2050396.27
14,2/4/2010,2495630.51
14,9/4/2010,2258781.28
14,16-04-2010,2121788.61
14,23-04-2010,2138144.91
14,30-04-2010,2082355.12
14,7/5/2010,2370116.52
14,14-05-2010,2129771.13
14,21-05-2010,2108187.1
14,28-05-2010,2227152.16
14,4/6/2010,2363601.47
14,11/6/2010,2249570.04
14,18-06-2010,2248645.59
14,25-06-2010,2246179.91
14,2/7/2010,2334788.42
14,9/7/2010,2236209.13
14,16-07-2010,2130287.27
14,23-07-2010,2044155.39
14,30-07-2010,2054843.28
14,6/8/2010,2219813.5
14,13-08-2010,2052984.81
14,20-08-2010,2057138.31
14,27-08-2010,2020332.07
14,3/9/2010,2182563.66
14,10/9/2010,2191767.76
14,17-09-2010,1953539.85
14,24-09-2010,1879891.13
14,1/10/2010,1855703.66
14,8/10/2010,2091663.2
14,15-10-2010,1932162.63
14,22-10-2010,1936621.09
14,29-10-2010,1984768.34
14,5/11/2010,2078417.47
14,12/11/2010,2092189.06
14,19-11-2010,1968462.58
14,26-11-2010,2921709.71
14,3/12/2010,2258489.63
14,10/12/2010,2600519.26
14,17-12-2010,2762861.41
14,24-12-2010,3818686.45
14,31-12-2010,1623716.46
14,7/1/2011,1864746.1
14,14-01-2011,1699095.9
14,21-01-2011,1743188.87
14,28-01-2011,1613718.38
14,4/2/2011,1995891.87
14,11/2/2011,1980405.03
14,18-02-2011,2019031.67
14,25-02-2011,1875708.88
14,4/3/2011,2041215.61
14,11/3/2011,1931104.67
14,18-03-2011,1932491.42
